"CID","MolecularFormula","MolecularWeight","ExactMass","MonoisotopicMass","IsotopeAtomCount","CovalentUnitCount","IsomericSMILES"
103862594,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,1,"CC1=NC=C(S1)S(=O)(=O)NCCC(=O)O"
103862578,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,1,"CC1=NC=C(S1)S(=O)(=O)NC(C)C(=O)O"
103862459,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,1,"CC1=NC=C(S1)S(=O)(=O)N(C)CC(=O)O"
103847851,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,1,"CC1=NC=C(S1)S(=O)(=O)NCC(=O)OC"
103847385,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"CC1C(CCO1)SCC2=C(SN=N2)Cl"
103774487,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CC(C)(C1=NC=CS1)NC/C(=C/Cl)/Cl"
103760316,"C11H7FN2S2",250.3,250.00346874,250.00346874,0,1,"C1=CC(=C(C=C1F)CSC2=NC=CS2)C#N"
103758889,"C11H7FN2S2",250.3,250.00346874,250.00346874,0,1,"C1=CC(=C(C=C1CSC2=NC=CS2)C#N)F"
103582077,"C9H9Cl2FN2O",251.08,250.0075965,250.0075965,0,1,"CCNC(=O)NC1=CC(=C(C(=C1)Cl)F)Cl"
103580519,"C9H9Cl2FN2O",251.08,250.0075965,250.0075965,0,1,"CN(C)C(=O)NC1=CC(=C(C(=C1)Cl)F)Cl"
103579859,"C9H9Cl2FN2O",251.08,250.0075965,250.0075965,0,1,"CC(C(=O)N)NC1=CC(=C(C(=C1)Cl)F)Cl"
103517089,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"C1=C(C=NC=C1Br)CC(C(F)F)N"
103517085,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"C1=CC(=NC=C1Br)CC(C(F)F)N"
103515954,"C8H5ClF2N2O3",250.58,249.9956760,249.9956760,0,1,"C1=CC(=C(C=C1NC(=O)C(F)F)Cl)[N+](=O)[O-]"
103515332,"C8H5ClF2N2O3",250.58,249.9956760,249.9956760,0,1,"C1=CC(=C(C=C1NC(=O)C(F)F)[N+](=O)[O-])Cl"
103514909,"C8H5ClF2N2O3",250.58,249.9956760,249.9956760,0,1,"C1=CC(=C(C=C1Cl)[N+](=O)[O-])NC(=O)C(F)F"
103514907,"C8H5ClF2N2O3",250.58,249.9956760,249.9956760,0,1,"C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C(F)F"
103514906,"C8H5ClF2N2O3",250.58,249.9956760,249.9956760,0,1,"C1=CC(=C(C=C1Cl)NC(=O)C(F)F)[N+](=O)[O-]"
103514853,"C8H5ClF2N2O3",250.58,249.9956760,249.9956760,0,1,"C1=CC(=C(C=C1[N+](=O)[O-])NC(=O)C(F)F)Cl"
103485565,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,1,"C1=C(N=C(S1)CS(=O)(=O)N)CCC(=O)O"
103440296,"C10H9Cl2FO2",251.08,249.9963631,249.9963631,0,1,"C1=CC(=C(C=C1Cl)F)C(CCC(=O)O)Cl"
103440295,"C10H9Cl2FO2",251.08,249.9963631,249.9963631,0,1,"C1=CC(=C(C(=C1)Cl)F)C(CCC(=O)O)Cl"
103440252,"C10H9Cl2FO2",251.08,249.9963631,249.9963631,0,1,"C1=CC(=C(C=C1Cl)C(CCC(=O)O)Cl)F"
103440220,"C10H9Cl2FO2",251.08,249.9963631,249.9963631,0,1,"C1=CC(=C(C=C1C(CCC(=O)O)Cl)F)Cl"
103440173,"C10H9Cl2FO2",251.08,249.9963631,249.9963631,0,1,"C1=C(C=C(C=C1F)Cl)C(CCC(=O)O)Cl"
103440158,"C10H9Cl2FO2",251.08,249.9963631,249.9963631,0,1,"C1=CC(=C(C=C1C(CCC(=O)O)Cl)Cl)F"
103402885,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CC1=CSC(=C1Cl)C2=NC3=NC=NC=C3N2"
103384927,"C7H10N2O2S3",250.4,249.99044109,249.99044109,0,1,"CSC1=C(C(=NS1)N)S(=O)(=O)C2CC2"
103346483,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"CC1C(SC(CS1)C2=NOC(=N2)Cl)C"
103344178,"C10H12Cl2OS",251.17,249.9985916,249.9985916,0,1,"CC(=O)C(CCCl)CC1=CC=C(S1)Cl"
103334278,"C8H6N6S2",250.3,250.00953656,250.00953656,0,1,"C1=CSC2=C1C(=NC(=N2)N)SC3=NC=NN3"
103322809,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CC1=NN(C=C1)C2=C3C=CSC3=NC(=N2)Cl"
103322780,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CC1=CN(N=C1)C2=C3C=CSC3=NC(=N2)Cl"
103322775,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CC1=NC=CN1C2=C3C=CSC3=NC(=N2)Cl"
103322771,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CC1=CC2=C(N=C(N=C2S1)Cl)N3C=CN=C3"
103322765,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CC1=CC2=C(N=C(N=C2S1)Cl)N3C=CC=N3"
103311327,"C6H4F6N2S",250.17,249.99993828,249.99993828,0,1,"C1=C(N=C(S1)N)C(C(F)(F)F)C(F)(F)F"
103308767,"C6H7FN4O2S2",250.3,249.99944599,249.99944599,0,1,"C1=CC(=C(N=C1)S(=O)(=O)NNC(=S)N)F"
103298968,"C8H8ClFN2O2S",250.68,249.9979045,249.9979045,0,1,"C=C(CNS(=O)(=O)C1=C(C=CC=N1)F)Cl"
103298809,"C7H7FN2O5S",250.21,250.00597066,250.00597066,0,1,"C1=CC(=C(N=C1)S(=O)(=O)NOCC(=O)O)F"
103288098,"C10H12Cl2OS",251.17,249.9985916,249.9985916,0,1,"C1=CC=C(C(=C1)CSCC(CCl)O)Cl"
103224427,"C8H10O5S2",250.3,249.99696576,249.99696576,0,1,"COCC(C(=O)O)S(=O)(=O)C1=CC=CS1"
103199928,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,1,"CC(C1=NC(=C(S1)N)C(=O)O)S(=O)(=O)C"
103199660,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,1,"COC(=O)C1=C(SC(=N1)CS(=O)(=O)C)N"
103165409,"C10H12Cl2OS",251.17,249.9985916,249.9985916,0,1,"C1CC(C1)CC(C2=C(SC(=C2)Cl)Cl)O"
103130056,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CN1C2=CC=CC=C2C(=N1)C3=NC(=NS3)Cl"
103122335,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CN1C2=CC=CC=C2C(=N1)C3=NN=C(S3)Cl"
103098445,"C6H11BrN4O2",251.08,250.00654,250.00654,0,1,"C(COCCO)N1C(=NC(=N1)N)Br"
103094956,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"C1=CN2C(=C(N=C2C(=C1)Cl)C3=CN=CS3)N"
103093076,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CC(C(=CC1=C(N=C(S1)Cl)Cl)C)NC"
103092458,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CCNC(C)/C=C/C1=C(N=C(S1)Cl)Cl"
103065583,"C8H8ClFN2O2S",250.68,249.9979045,249.9979045,0,1,"C1CSCC1N2C(=O)C(=C(NC2=O)Cl)F"
102943986,"C11H7ClN2OS",250.70,249.9967617,249.9967617,0,1,"CC1=CC2=C(C=C1)OC(=C2)C3=NC(=NS3)Cl"
102838260,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CC1=C(C=CS1)C2=C3C=NNC3=NC(=N2)Cl"
102818377,"C11H7FN2S2",250.3,250.00346874,250.00346874,0,1,"CC1=CSC(=N1)SC2=CC(=CC(=C2)F)C#N"
102770279,"C8H6N6S2",250.3,250.00953656,250.00953656,0,1,"C1=C(SC(=N1)SC2=NC=NC3=C2NC=N3)N"
102768784,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"C1=CC(=C(C=C1C#N)NC2=NC=C(S2)N)Cl"
102768592,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"C1=CC(=C(C=C1Cl)NC2=NC=C(S2)N)C#N"
102764731,"C10H12Cl2OS",251.17,249.9985916,249.9985916,0,1,"CC1=C(SC(=C1)C(C2CCCO2)Cl)Cl"
102764663,"C10H12Cl2OS",251.17,249.9985916,249.9985916,0,1,"CC1=C(SC(=C1)C(C2CCOC2)Cl)Cl"
102764334,"C9H11ClO4S",250.70,250.0066577,250.0066577,0,1,"CC1=C(SC(=C1)C(COCC(=O)O)O)Cl"
102761411,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CCCNC1=NC(=C(C=C1Cl)Cl)SC"
102761405,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CC(C)SC1=C(C=C(C(=N1)NC)Cl)Cl"
102761383,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CCCCSC1=C(C=C(C(=N1)N)Cl)Cl"
102761320,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CCCSC1=C(C=C(C(=N1)NC)Cl)Cl"
102761317,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CC(C)(C)SC1=C(C=C(C(=N1)N)Cl)Cl"
102761311,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CCNC1=NC(=C(C=C1Cl)Cl)SCC"
102761309,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CCC(C)SC1=C(C=C(C(=N1)N)Cl)Cl"
102761287,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CC(C)CSC1=C(C=C(C(=N1)N)Cl)Cl"
102749133,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,1,"CC1=CSC(=C1S(=O)(=O)NN)C(=O)OC"
102724111,"C11H7ClN2OS",250.70,249.9967617,249.9967617,0,1,"C1=CC(=C(C=C1OCC2=CN=CS2)Cl)C#N"
102674621,"C11H7ClN2OS",250.70,249.9967617,249.9967617,0,1,"C1=CC(=C(C=C1OCC2=CSC=N2)Cl)C#N"
102674517,"C11H7ClN2OS",250.70,249.9967617,249.9967617,0,1,"C1=CC(=C(C=C1OCC2=NC=CS2)Cl)C#N"
102668343,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"C1=CC(=C(C=C1C#N)Cl)CSC2=NC=NN2"
102665689,"C11H7ClN2OS",250.70,249.9967617,249.9967617,0,1,"C1=CC(=C(C=C1C#N)Cl)CN2C=CSC2=O"
102620892,"C9H11ClO4S",250.70,250.0066577,250.0066577,0,1,"COC1=C(C=C(C=C1)COS(=O)(=O)C)Cl"
102620826,"C9H11ClO4S",250.70,250.0066577,250.0066577,0,1,"COC1=C(C(=CC=C1)Cl)COS(=O)(=O)C"
102598174,"C12H8Cl2N2",251.11,250.0064537,250.0064537,0,1,"C1=CC=C(C(=C1)N=C2C=CC=C(C2=N)Cl)Cl"
102548682,"C7H11BrN2O3",251.08,249.99530,249.99530,0,1,"CCOC(=O)NCC1CC(=NO1)Br"
102498449,"C11H7ClN2OS",250.70,249.9967617,249.9967617,0,1,"C1=CSC(=C1)/C=C/C(=O)C2=NC=CN=C2Cl"
102494020,"C11H10N2Se",249.18,250.00092,250.00092,0,1,"C1=CC=C(C=C1)[Se]C2=C(C=CC=N2)N"
102460197,"C12H11BrO",251.12,249.99933,249.99933,0,1,"COC/C=C\C#CC1=CC=C(C=C1)Br"
102424690,"C4H3FN6O6",250.10,250.00981000,250.00981000,0,1,"CC1=NC(=NN1C([N+](=O)[O-])([N+](=O)[O-])F)[N+](=O)[O-]"
102407345,"C12H7ClO4",250.63,250.0032864,250.0032864,0,1,"C1=CC=C(C=C1)C(=C(C2=CC(=O)C(=O)O2)Cl)O"
102319873,"C8H8Cl2N2O3",251.06,249.9911975,249.9911975,0,1,"C1=CC(=C(C=C1NC(=O)NC(O)O)Cl)Cl"
102294985,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C=CC1=CCOC1C2=CC=C(C=C2)Br"
102294984,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C=CCOC(C#C)C1=CC=C(C=C1)Br"
102285073,"C8H8Cl2N2O3",251.06,249.9911975,249.9911975,0,1,"C1CC2N(C1)C(=O)C(=C(C(=O)N2O)Cl)Cl"
102282700,"C13H8Cl2O-",251.10,249.9952203,249.9952203,0,1,"C1=CC(=CC=C1[C](C2=CC=C(C=C2)Cl)[O-])Cl"
102245805,"C12H7FO3S",250.25,250.00999342,250.00999342,0,1,"C1=CC(=CC=C1F)S(=O)C2=CC(=O)C=CC2=O"
102234635,"C11H6O5S",250.23,249.99359446,249.99359446,0,1,"C1=CSC(=C1)C(=O)C2=COC(=CC2=O)C(=O)O"
102232028,"C10H6ClF3O2",250.60,250.0008416,250.0008416,0,1,"C1=CC(=CC=C1/C=C(/C(=O)O)\C(F)(F)F)Cl"
102224314,"C9H14S4",250.5,249.99783514,249.99783514,0,1,"C=CCSSC/C=C/SSCC=C"
102190521,"C12H10S3",250.4,249.99446384,249.99446384,0,1,"C1CSC(=C1C2=CC=CS2)C3=CC=CS3"
102163386,"C7H4F6O3",250.09,250.00646296,250.00646296,0,1,"COC=C(C(=O)C(F)(F)F)C(=O)C(F)(F)F"
102148019,"C11H12GeO2",248.84,250.0049074,250.0049074,0,1,"C1=CC2C3C(C1C2[GeH3])C(=O)C=CC3=O"
102141434,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1CC(OC1)C#CC2=CC=CC=C2Br"
102135884,"C8H2N4O6",250.12,249.99743380,249.99743380,0,1,"C12=C(C(=O)N(C1=O)O)N=C3C(=N2)C(=O)N(C3=O)O"
102125929,"C12H11BrO",251.12,249.99933,249.99933,0,1,"CC(=O)C=C=C(C)C1=CC=CC=C1Br"
102068869,"C9H12Cl2O2Si",251.18,249.9983615,249.9983615,0,1,"COC1=C(C=C(C=C1)[Si](C)(Cl)Cl)OC"
102068868,"C9H12Cl2O2Si",251.18,249.9983615,249.9983615,0,1,"COCOC1=CC=C(C=C1)[Si](C)(Cl)Cl"
102057927,"C8H12K2O4",250.37,250.00097183,250.00097183,0,3,"CC(C)(C#CC(C)(C)O[O-])O[O-].[K+].[K+]"
102047367,"C12H8Cl2N2",251.11,250.0064537,250.0064537,0,1,"C1=CC2=C(C=C1Cl)C3=C(N2)C(=CC(=C3)Cl)N"
102034828,"C12H8Cl2N2-2",251.11,250.0064537,250.0064537,0,1,"C1=CC(=CC=C1[N-]C2=C(C=CC(=C2)Cl)[NH-])Cl"
102020596,"C9H5F3O3S",250.20,249.99114968,249.99114968,0,1,"C1=CC=C(C=C1)C#COS(=O)(=O)C(F)(F)F"
102019027,"C7H11BrN2O3",251.08,249.99530,249.99530,0,1,"C1C[C@H](N(C1)C(=O)CNBr)C(=O)O"
102019016,"C7H11BrN2O3",251.08,249.99530,249.99530,0,1,"C1C[C@H](N(C1)Br)C(=O)NCC(=O)O"
102019009,"C7H11BrN2O3",251.08,249.99530,249.99530,0,1,"CC(C)C(=NBr)C(=O)NCC(=O)O"
102018991,"C7H11BrN2O3",251.08,249.99530,249.99530,0,1,"CC(C)[C@@H](C(=O)O)NC(=O)C=NBr"
101946268,"C9H5F3O3S",250.20,249.99114968,249.99114968,0,1,"C1=CC=C(C(=C1)C#CC(F)(F)F)S(=O)(=O)O"
101909995,"C11H7FN2S2",250.3,250.00346874,250.00346874,0,1,"C1=CC(=CC=C1/C=C(/CSC#N)\N=C=S)F"
101909592,"C9H5F3O3S",250.20,249.99114968,249.99114968,0,1,"C1=CC=C(C=C1)C(=O)C(=O)S(=O)C(F)(F)F"
101909591,"C9H5F3O3S",250.20,249.99114968,249.99114968,0,1,"C1=CC=C(C=C1)C(=O)C(=O)OSC(F)(F)F"
101901167,"C12H11BrO",251.12,249.99933,249.99933,0,1,"CC1=C(OC=C1C2=CC=C(C=C2)Br)C"
101900111,"C7H7F5O2S",250.19,250.00869145,250.00869145,0,1,"COC1=C(C=C(C=C1)S(F)(F)(F)(F)F)O"
101895654,"C11H10N2Se",249.18,250.00092,250.00092,0,1,"C1=CC=C(C=C1)C[Se]C2=NC=CN=C2"
101875567,"C9H14S4",250.5,249.99783514,249.99783514,0,1,"C=CCSSC/C=C\SSCC=C"
101852088,"C11H7ClN2OS",250.70,249.9967617,249.9967617,0,1,"C1=CC(=CC=C1[C@H]([C@@H](C=O)C#N)SC#N)Cl"
101848568,"C12H10S3",250.4,249.99446384,249.99446384,0,1,"CC(=S)/C=C/1\SC=C(S1)C2=CC=CC=C2"
101831729,"C6H10CaO8",250.22,250.0001581,250.0001581,0,3,"C([C@@H](C(=O)[O-])O)O.C([C@@H](C(=O)[O-])O)O.[Ca+2]"
101829412,"C3H10N2O7S2+4",250.3,249.99294301,249.99294301,0,1,"C(C(=O)C[S+](=O)([O])O[NH3+])[S+](=O)([O])O[NH3+]"
101771729,"C12H8Cl2N2",251.11,250.0064537,250.0064537,0,1,"C1=CC(=NCl)C=CC1=C2C=CC(=NCl)C=C2"
101731043,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1CC=C(C(=O)C1)C2=CC=C(C=C2)Br"
101717377,"C9H15BrOS",251.19,250.00270,250.00270,0,1,"C1CCC(CC1)(C2OCCS2)Br"
101667319,"C12H7ClO4",250.63,250.0032864,250.0032864,0,1,"CC(=O)C1=C(C2=C(C=C1)C(=O)C=C(C2=O)Cl)O"
101667318,"C12H7ClO4",250.63,250.0032864,250.0032864,0,1,"C=CC1=C(C=C2C(=O)C=C(C(=O)C2=C1O)Cl)O"
101640759,"C6H13Cl2O4P",251.04,249.9928513,249.9928513,0,1,"CC(CCl)OP(=O)(O)OC(C)CCl"
101640758,"C6H13Cl2O4P",251.04,249.9928513,249.9928513,0,1,"CC(C)(OP(=O)(O)OC(C)(C)Cl)Cl"
101612746,"C12H11BrO",251.12,249.99933,249.99933,0,1,"CC1=CC2=C(O1)C(=CC=C2)CC(=C)Br"
101608717,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,1,"CN(C)C1=C(C=C(S1)S(=O)(=O)C)[N+](=O)[O-]"
101579728,"C7H8NO7S+",250.21,250.00214777,250.00214777,0,1,"C1=CC(=C(C=C1C(=O)O)OS(=O)(=O)O[NH3+])O"
101579722,"C7H8NO7S+",250.21,250.00214777,250.00214777,0,1,"C1=CC(=C(C=C1C(=O)O)O)OS(=O)(=O)O[NH3+]"
101445746,"C9H14S4",250.5,249.99783514,249.99783514,0,1,"C1CCC2C(CC1)SC(=C(S2)S)S"
101423960,"C9H11ClO4S",250.70,250.0066577,250.0066577,0,1,"C1=CC(=CC=C1S(=O)(=O)CC(CO)O)Cl"
101404332,"C10H11KO3S",250.36,250.00659687,250.00659687,0,2,"CCOC(C(=O)[O-])SC1=CC=CC=C1.[K+]"
101373123,"C9H5F3O3S",250.20,249.99114968,249.99114968,0,1,"C#CC1=CC(=CC=C1)OS(=O)(=O)C(F)(F)F"
101354316,"C8H15BrO2Si",251.19,250.00247,250.00247,0,1,"C[Si](C)(CBr)O[C@H]1CCC(=O)C1"
101272588,"C6H15InO3",250.00,250.0059981,250.0059981,0,4,"CC[O-].CC[O-].CC[O-].[In+3]"
101224474,"C11H12OZr",251.44,249.993514,249.993514,0,2,"C1=CC=C(C=C1)CC/C=C/C=O.[Zr]"
101203397,"C12H10S3",250.4,249.99446384,249.99446384,0,1,"C1=CC=C(C=C1)/C(=C(/C2=CC=CS2)\S)/S"
101202189,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1=CC=C(C(=C1)[C@H](C2C=CC=C2)O)Br"
101172115,"C11H13Cl3",251.6,250.008283,250.008283,0,1,"CC(C(C1=CC=CC=C1)Cl)C(C)(Cl)Cl"
101162530,"C5H3F9O",250.06,250.00401817,250.00401817,0,1,"C(C(F)F)C(C(F)(F)F)(OC(F)(F)F)F"
101132414,"C8H10O6Ti",250.03,249.9956787,249.9956787,0,4,"C=CC(=O)[O-].C=CC(=O)[O-].C(C[O-])[O-].[Ti+4]"
101119837,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1CC(=O)C(=C1)CC2=CC=CC=C2Br"
101118052,"C13H8Cl2O",251.10,249.9952203,249.9952203,0,1,"CC1=CC2=C3C(=CC=C2)C(=CC(=C3O1)Cl)Cl"
101084044,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1CCC2=C(C1)C3=C(O2)C=CC(=C3)Br"
101066665,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C=CCC1C=CC2=C(O1)C=CC(=C2)Br"
101047768,"C12H8Cl2N2",251.11,250.0064537,250.0064537,0,1,"C1=CC=C2C(=C1)NC3=C(C=CC(=C3N2)Cl)Cl"
101047767,"C12H8Cl2N2",251.11,250.0064537,250.0064537,0,1,"C1C=C(C2=NC3=CC=CC=C3N=C2C1Cl)Cl"
101047766,"C12H8Cl2N2",251.11,250.0064537,250.0064537,0,1,"C1C=CC2=NC3=CC=CC=C3N=C2C1(Cl)Cl"
101033331,"C9H14S4",250.5,249.99783514,249.99783514,0,1,"CC(=C1C(=C(C)C)C1(SS)SS)C"
100962257,"C10H9BrN3+",251.10,249.99798,249.99798,0,1,"C1=CC=[N+](C=C1)NC2=NC=C(C=C2)Br"
100926985,"C12H10S3",250.4,249.99446384,249.99446384,0,1,"CC1=CC=C(C=C1)SC(=S)C2=CC=CS2"
100922131,"C9H11F3Ge",248.81,250.0024626,250.0024626,0,1,"C[GeH](C)C1=CC=C(C=C1)C(F)(F)F"
100676349,"C9H6N4OS2",250.3,249.99830317,249.99830317,0,1,"CC1=C(SC=N1)C2=NC(=NO2)C3=CN=CS3"
99772006,"C7H14O2Sn",248.89,250.001582,250.001582,0,1,"C/C(=C\C(=O)O)/[Sn](C)(C)C"
99110160,"C6H9F3O3S2",250.3,249.99452098,249.99452098,0,1,"C1CSCCC1OS(=O)(=O)C(F)(F)F"
98559508,"C11H7ClN2OS",250.70,249.9967617,249.9967617,0,1,"C1=CC=C(C(=C1)C(=O)/C=C\C2=CSN=N2)Cl"
98550195,"C6H12Cl2O6",251.06,250.0010935,250.0010935,0,1,"[C@H]([C@@H]([C@@H]([C@@H](O)Cl)O)O)([C@@H]([C@@H](O)Cl)O)O"
98116776,"C10H6ClF3O2",250.60,250.0008416,250.0008416,0,1,"C1=CC=C(C=C1)C(=O)[C@H](C(=O)C(F)(F)F)Cl"
98116775,"C10H6ClF3O2",250.60,250.0008416,250.0008416,0,1,"C1=CC=C(C=C1)C(=O)[C@@H](C(=O)C(F)(F)F)Cl"
97624134,"C8H10O5S2",250.3,249.99696576,249.99696576,0,1,"CCS(=O)(=O)C1=CC(=C(S1)C(=O)OC)O"
97618193,"C9H11ClO4S",250.70,250.0066577,250.0066577,0,1,"CC(C)OC1=C(C(=C(S1)C(=O)OC)O)Cl"
97618181,"C9H11ClO4S",250.70,250.0066577,250.0066577,0,1,"CCOCCOC1=C(SC=C1Cl)C(=O)O"
97618173,"C9H11ClO4S",250.70,250.0066577,250.0066577,0,1,"COCCOC1=C(SC=C1Cl)C(=O)OC"
97618140,"C9H11ClO4S",250.70,250.0066577,250.0066577,0,1,"CCOCCOC1=C(SC(=C1)Cl)C(=O)O"
97618128,"C9H11ClO4S",250.70,250.0066577,250.0066577,0,1,"COCCOC1=C(SC(=C1)Cl)C(=O)OC"
97618063,"C12H7ClO4",250.63,250.0032864,250.0032864,0,1,"C#CCOC1=C(OC2=C1C=C(C=C2)Cl)C(=O)O"
97517073,"C11H7ClN2OS",250.70,249.9967617,249.9967617,0,1,"C1=CC(=CC(=C1)Cl)C(=O)/C=C\C2=CSN=N2"
97304042,"C10H6ClF3O2",250.60,250.0008416,250.0008416,0,1,"C1=CC(=C(C=C1Cl)C(F)(F)F)/C=C\C(=O)O"
97291102,"C5H3F9O",250.06,250.00401817,250.00401817,0,1,"C(C(F)(F)F)OC([C@H](C(F)(F)F)F)(F)F"
97181987,"C7H11BrN2O3",251.08,249.99530,249.99530,0,1,"CCOC(=O)NC[C@H]1CC(=NO1)Br"
97181986,"C7H11BrN2O3",251.08,249.99530,249.99530,0,1,"CCOC(=O)NC[C@@H]1CC(=NO1)Br"
97177374,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CCN1C=CN=C1[C@H](C)I"
97177373,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CCN1C=CN=C1[C@@H](C)I"
97163890,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"C1CNC[C@H]1[S@@](=O)CC2=CN=C(S2)Cl"
97163889,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"C1CNC[C@H]1[S@](=O)CC2=CN=C(S2)Cl"
97163888,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"C1CNC[C@@H]1[S@@](=O)CC2=CN=C(S2)Cl"
97163887,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"C1CNC[C@@H]1[S@](=O)CC2=CN=C(S2)Cl"
97036456,"C12H11BrO",251.12,249.99933,249.99933,0,1,"CC1=C(C(=CC2=CC=CC=C12)Br)OC"
96568101,"C5H3F9O",250.06,250.00401817,250.00401817,0,1,"C(C([C@H](C(F)(F)F)F)(F)F)OC(F)(F)F"
96568100,"C5H3F9O",250.06,250.00401817,250.00401817,0,1,"C(C([C@@H](C(F)(F)F)F)(F)F)OC(F)(F)F"
96526073,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"C[C@H](CSC)C(=O)NC1=NC=C(S1)Cl"
96526072,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"C[C@@H](CSC)C(=O)NC1=NC=C(S1)Cl"
95916235,"C11H7FN2S2",250.3,250.00346874,250.00346874,0,1,"CC1=NC(=S)C2=C(N1)C3=C(C=CC=C3S2)F"
95800707,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC[C@H](C)N1C=CC(=N1)I"
95800706,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC[C@@H](C)N1C=CC(=N1)I"
95371201,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC[C@H](C)N1C=C(C=N1)I"
95371200,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC[C@@H](C)N1C=C(C=N1)I"
93608168,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CCN1C=CN=C1SC[C@H]2CC2(Cl)Cl"
93608167,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CCN1C=CN=C1SC[C@@H]2CC2(Cl)Cl"
92909345,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1[C@@H]([C@H]1Br)C(=O)/C=C\C2=CC=CC=C2"
92909344,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1[C@@H]([C@@H]1Br)C(=O)/C=C\C2=CC=CC=C2"
92909069,"C10H6ClF3O2",250.60,250.0008416,250.0008416,0,1,"C1=CC(=C(C=C1C(F)(F)F)Cl)/C=C\C(=O)O"
92909066,"C10H6ClF3O2",250.60,250.0008416,250.0008416,0,1,"C1=CC(=CC=C1/C=C\C(=O)Cl)OC(F)(F)F"
92861058,"C9H14S4",250.5,249.99783514,249.99783514,0,1,"C[C@@]12C[C@]3(SC(S1)CC(S2)(S3)C)C"
92242146,"C13H8Cl2O",251.10,249.9952203,249.9952203,0,1,"C1=CC=C2C(=C1)[C@H](C3=C2C(=CC(=C3)Cl)Cl)O"
